rating,production_year,director,age_rating,duration,budget,target_log,main_genre,month,director_film_count,actors_fame
6.1,1983,Артур Хиллер,16+,103,20675084.252396166,15.740887478613688,мелодрама,октябрь,15,31
6.8,1996,Пол Мазурски,18+,91,13000000.0,14.559559481265428,драма,апрель,11,33
6.7,1993,Филип Кауфман,16+,124,35000000.0,18.49019551922384,боевик,июль,7,78
6.6,2008,Other,16+,94,1500000.0,13.173522162745943,драма,сентябрь,1,56
7.1,2020,Other,18+,89,15338528.770776752,14.967425354531276,драма,январь,1,21
7.1,2011,Кеннет Брана,12+,115,150000000.0,19.92326061555288,фантастика,апрель,7,43
7.066666666666667,2008,Other,undefined,72,3113265.2654867256,11.408298013888231,документальный,апрель,1,3
7.3,1989,Other,16+,124,20635465.661466457,15.650310838317418,триллер,декабрь,4,33
6.9,2001,Стив Рэш,18+,93,20675084.252396166,13.068173259693706,мелодрама,сентябрь,9,33
5.9,2002,Other,16+,92,2000000.0,10.256044027211113,комедия,февраль,1,18
6.7,2011,Бретт Рэтнер,12+,104,75000000.0,18.845494932075244,боевик,октябрь,9,87
7.2,1994,Кеннет Брана,16+,123,45000000.0,18.534065641965118,ужасы,ноябрь,7,91
5.5,1987,Other,undefined,95,39390215.67272727,15.329811955513424,боевик,февраль,1,5
6.7,1965,Other,12+,108,22235437.828422878,16.75043069212151,комедия,июнь,2,13
7.2,1990,Джон Бэдэм,18+,110,20000000.0,18.747802342154667,боевик,май,13,71
6.6960409556314,2006,Генри Джеглом,undefined,100,15338528.770776752,12.050908952778537,драма,апрель,9,8
6.6,1997,Other,0+,95,76391858.71217713,16.552992886618462,фантастика,октябрь,2,17
6.6960409556314,1991,Other,0+,96,15338528.770776752,13.237476184504834,драма,май,2,5
8.1,2008,Клинт Иствуд,18+,116,33000000.0,19.413777793882538,драма,декабрь,38,45
5.8,1985,Джон Мактирнан,18+,89,20635465.661466457,14.63892430740698,триллер,январь,10,27
6.9,2007,Other,18+,113,20000000.0,18.950554116047442,комедия,август,4,29
6.6960409556314,2014,Other,undefined,94,15338528.770776752,10.205553183855171,драма,июнь,1,19
7.3,1973,Клинт Иствуд,16+,105,5500000.0,16.569171270318538,вестерн,апрель,38,47
6.8,1986,Айвен Райтман,undefined,116,40000000.0,18.34973873484454,мелодрама,июнь,14,64
6.5,2018,Стивен Содерберг,18+,98,20635465.661466457,16.475322512562474,триллер,февраль,28,10
5.2,2011,Фрэнсис Форд Коппола,18+,84,7000000.0,13.349223214765457,детектив,сентябрь,18,64
7.9,2007,Фрэнсис Лоуренс,18+,96,150000000.0,20.187718825592718,ужасы,декабрь,8,42
6.6960409556314,2022,Other,undefined,122,15338528.770776752,12.847637016112763,драма,сентябрь,3,16
6.4,2005,Other,18+,96,12500000.0,16.556882827318518,триллер,сентябрь,4,62
7.6,1994,Тим Бёртон,18+,127,18000000.0,15.588334713670797,драма,сентябрь,17,64
6.9,2002,Стивен Херек,16+,103,40000000.0,16.64120577038313,мелодрама,апрель,10,47
6.2,1955,Other,undefined,84,1955000.0,13.248114582709889,драма,июнь,3,22
6.9,2011,Гэрри Маршалл,18+,118,56000000.0,18.771651918279936,мелодрама,декабрь,18,43
6.4,2017,Other,undefined,109,20000000.0,16.11766475813734,драма,октябрь,1,17
4.1,2006,Other,undefined,90,2000000.0,3.4011973816621555,триллер,февраль,1,25
6.1,2005,Стивен Херек,12+,100,40000000.0,16.88716740978635,комедия,февраль,10,48
6.1,1982,Ричард Брукс,undefined,113,10000000.0,15.091854162147776,триллер,май,12,22
6.7,2010,Other,18+,93,500000.0,13.01896759705609,триллер,апрель,2,8
7.1,1994,Other,12+,101,15338528.770776752,16.812055201456435,драма,апрель,2,45
7.3,2005,Джейсон Райтман,18+,92,6500000.0,17.48732083400344,драма,сентябрь,9,46
5.6,2015,Other,18+,82,1000000.0,17.956771943446345,ужасы,июль,1,4
6.6960409556314,1925,Other,undefined,94,15338528.770776752,13.9108207377686,драма,октябрь,2,11
5.3,2009,Other,16+,91,15087496.42074074,10.512056756620776,ужасы,июль,2,8
6.0,2011,Other,18+,105,20635465.661466457,14.055565502158084,триллер,сентябрь,2,36
6.460980392156864,1929,Other,0+,63,504000.0,13.9108207377686,мелодрама,октябрь,3,13
6.8,1985,Мартин Ритт,undefined,107,13000000.0,17.245215218337048,драма,декабрь,8,42
6.457682619647355,2014,Other,undefined,89,58972095.5704698,11.982066222048827,фэнтези,февраль,1,17
7.6,2018,Other,18+,93,3113265.2654867256,11.411202768860358,документальный,январь,1,3
6.8,1990,Эмилио Эстевес,12+,98,39390215.67272727,16.60347816658259,боевик,август,5,44
5.3,2015,Other,18+,93,10000000.0,17.49716396698647,ужасы,январь,1,4
7.3,1995,Майкл Хоффман,18+,117,19000000.0,15.203289067191307,драма,декабрь,9,54
6.460980392156864,1996,Other,18+,102,20675084.252396166,10.693126033284834,мелодрама,октябрь,1,11
5.0,2011,Other,undefined,85,180000.0,12.268765714868596,ужасы,май,1,7
6.0,2015,Other,undefined,101,15338528.770776752,11.2872787834379,драма,январь,1,21
7.3,2013,Рэндолл Миллер,18+,102,5000000.0,10.606585063949241,драма,октябрь,7,26
6.8,2010,Other,18+,91,10000000.0,15.042158331049412,драма,сентябрь,2,72
6.5,2018,Other,18+,101,25000000.0,17.802988341053453,боевик,август,3,33
5.5,2022,Other,16+,98,20675084.252396166,9.979290515951629,мелодрама,июнь,2,36
6.3,2009,Other,16+,99,22235437.828422878,12.669275073953667,комедия,октябрь,1,12
6.6960409556314,2005,Other,undefined,94,200000.0,11.836941877466879,драма,сентябрь,2,19
6.1,1995,Other,16+,109,12000000.0,16.402855106723596,ужасы,август,1,21
7.1,1974,Other,18+,93,3000000.0,16.90655301132259,боевик,июль,4,19
6.6,1980,Клинт Иствуд,12+,116,6500000.0,17.004572698911353,боевик,июнь,38,57
6.6960409556314,2016,Other,undefined,93,15338528.770776752,10.560437444784185,драма,январь,1,3
6.8,1984,Ховард Зифф,undefined,96,20675084.252396166,16.80764637200386,мелодрама,февраль,7,34
5.7,2014,Other,18+,83,15087496.42074074,14.693119919213814,ужасы,август,1,3
6.2,1974,Джек Смайт,undefined,107,3000000.0,17.67170689297665,боевик,октябрь,6,37
6.6960409556314,2015,Марк Мейерс,undefined,107,15338528.770776752,9.774232716678865,драма,апрель,6,3
7.2,2022,Other,18+,125,24000000.0,18.7877789316558,триллер,июнь,1,7
6.20876585928489,1999,Other,16+,88,22235437.828422878,8.209580483475577,комедия,январь,1,7
6.8,2001,Марк Уотерс,16+,86,14000000.0,16.390183411719235,мелодрама,февраль,10,16
6.6,1996,Other,18+,81,18000000.0,17.10987192855302,боевик,май,1,27
5.1,2008,Джоэл Шумахер,18+,90,15087496.42074074,9.776903400426676,ужасы,сентябрь,19,16
8.2,1992,"Рон Клементс, Джон Маскер",0+,90,28000000.0,20.038186461944836,мультфильм,ноябрь,5,42
6.2,1997,Other,0+,88,6000000.0,13.215053764911229,драма,май,2,40
7.9,1988,Other,undefined,87,3113265.2654867256,11.907841796525647,документальный,сентябрь,1,5
6.2,2010,Other,18+,101,20000000.0,18.03319720896846,боевик,сентябрь,1,32
8.1,2015,Other,6+,95,175000000.0,20.57045775709498,мультфильм,май,1,9
6.1,2011,Other,18+,89,5000000.0,17.082648903060417,ужасы,сентябрь,3,4
4.8,1988,Other,18+,102,15087496.42074074,15.661963210402282,ужасы,апрель,1,3
7.7,2005,Эндрю Никкол,18+,122,50000000.0,18.100710548582924,драма,сентябрь,6,100
6.8,1995,Спайк Ли,18+,128,25000000.0,16.385946222697086,драма,сентябрь,23,54
5.4,2015,Other,18+,106,11000000.0,14.533233758952136,триллер,февраль,1,87
7.2,1999,Other,18+,96,11000000.0,19.277149298964996,комедия,июль,1,23
6.8,2020,Рик Роман Во,18+,119,35000000.0,17.772506929035153,боевик,июль,7,39
6.8,1989,Other,18+,124,15000000.0,16.191668458508435,драма,март,1,57
